COGID	CATALAN_REF	CATALAN_SEQ	FRENCH_REF	FRENCH_SEQ	ITALIAN_REF	ITALIAN_SEQ	LATIN_REF	LATIN_SEQ	PORTUGUESE_REF	PORTUGUESE_SEQ	ROMANIAN_REF	ROMANIAN_SEQ	SPANISH_REF	SPANISH_SEQ
BE_ALIVE_2315	β i w - ɾ ə	β i w ɾ ə	v iː v - ʁ ə	v iː v ʁ ə	v i v e r e	v i v e r e	w iː w ɛ r ɛ	w iː w ɛ r ɛ	v i v e r -	v i v e r			b i β i ɾ -	b i β i ɾ
BE_ALIVE_2316											t r ə j	t r ə j		
BE_ALIVE_2321	β i w - -	β i w	v i v ɑ̃ -	v i v ɑ̃	v i v o -	v i v o	w iː w ʊ s	w iː w ʊ s	v i v u -	v i v u	v i w - -	v i w	b i β o -	b i β o
BE_ALIVE_2322													b i β j e n t e	b i β j e n t e
BE_ANGRY_306	ə ɱ f ə ð a ɾ z ə	ə ɱ f ə ð a ɾ z ə											e ɱ f a ð a ɾ s e	e ɱ f a ð a ɾ s e
BE_ANGRY_307					a rː a bː i a r z i	a rː a bː i a r z i								
BE_ANGRY_308											s e + s u p ə r a	s e + s u p ə r a		
BE_ANGRY_309									z ɐ̃ g a r s ə	z ɐ̃ g a r s ə				
BE_ANGRY_310							ɪ n d ɪ ŋ n aː r iː	ɪ n d ɪ ŋ n aː r iː						
BE_ANGRY_311					s t i t ts i r z i	s t i t ts i r z i								
BE_ANGRY_312			s ə f ɑ ʃ e	s ə f ɑ ʃ e										
BE_BORN_313	n e - ʃ ə - -	n e ʃ ə			n a - ʃː e r e	n a ʃː e r e			n ɐ ʃ s e r -	n ɐ ʃ s e r			n a - θ e ɾ -	n a θ e ɾ
BE_BORN_314											s e + n a ʃ t e	s e + n a ʃ t e		
BE_BORN_315							n aː s k iː	n aː s k iː						
BE_BORN_316			n ɛː t ʁ ə	n ɛː t ʁ ə										
BE_HUNGRY_2018	ə f ə m a t̪ -	ə f ə m a t̪	a f a m - - e	a f a m e	a fː a m a t o	a fː a m a t o			- f a m ĩ t u	f a m ĩ t u				
BE_HUNGRY_2019													a m b ɾ j e n t o	a m b ɾ j e n t o
BE_HUNGRY_2020											f l ə m ɨ n d	f l ə m ɨ n d		
BE_HUNGRY_2021							ɪ m p aː s t ʊ s	ɪ m p aː s t ʊ s						
BIG_421			g ʁ ɑ̃ - - -	g ʁ ɑ̃	g r a n d e	g r a n d e			g r ɐ̃ - d ə	g r ɐ̃ d ə			g ɾ a n d e	g ɾ a n d e
BIG_422											m a r e	m a r e		
BIG_423							m aː ŋ n ʊ s	m aː ŋ n ʊ s						
BIG_424	g ɾ ɔ s	g ɾ ɔ s												
BIRCH_425	b ə ð ɔ ʎ -	b ə ð ɔ ʎ			b e t u lː a	b e t u lː a	b ɛ t ʊ lː a	b ɛ t ʊ lː a	b e t u l a	b e t u l a				
BIRCH_426													a β e ð u l	a β e ð u l
BIRCH_427											m e s t e a k ə n	m e s t e a k ə n		
BIRCH_428			b u l o	b u l o										
BIRD_429									p a s ɐ r u	p a s ɐ r u	p a s ə r e	p a s ə r e	p a x a ɾ o	p a x a ɾ o
BIRD_430									a v ə	a v ə			a β e	a β e
BIRD_431							a w ɪ s	a w ɪ s						
BIRD_432					u t tʃ e lː o	u t tʃ e lː o								
BIRD_433	u s ɛ ʎ	u s ɛ ʎ												
BIRD_434			w a z o	w a z o										
BIRD_435	a w	a w												
BITE_436			m ɔ ʁ d - ʁ ə	m ɔ ʁ d ʁ ə	m ɔ r d e r e	m ɔ r d e r e	m ɔ r d eː r ɛ	m ɔ r d eː r ɛ	m u r ð e r -	m u r ð e r			m o ɾ ð e ɾ -	m o ɾ ð e ɾ
BITE_437	m u s ə ɣ a	m u s ə ɣ a									m u ʃ - k a	m u ʃ k a		
BITTER_438	ə m a ɾ - k -	ə m a ɾ k	a m ɛː ʁ - - -	a m ɛː ʁ	a m a r o - -	a m a r o	a m aː r ʊ s -	a m aː r ʊ s	ɐ m a r - ɣ u	ɐ m a r ɣ u	a m a r - - -	a m a r	a m a ɾ - ɣ o	a m a ɾ ɣ o
BITTER_439							a k ɛ r b ʊ s	a k ɛ r b ʊ s						
BLACK_440	n ɛ ɣ ɾ ə	n ɛ ɣ ɾ ə			n e - r o	n e r o					n e g r u	n e g r u	n e ɣ ɾ o	n e ɣ ɾ o
BLACK_441									p r e t u	p r e t u				
BLACK_442							n ɪ g ɛ r	n ɪ g ɛ r						
BLACK_443			n w aː ʁ	n w aː ʁ										
BLANKET_444	m a n̪ t̪ ə	m a n̪ t̪ ə											m a n t a	m a n t a
BLANKET_445			k u v ɛ ʁ t yː ʁ	k u v ɛ ʁ t yː ʁ					k u β ə r t o r	k u β ə r t o r				
BLANKET_446	f lˠ ə s a ð ə	f lˠ ə s a ð ə												
BLANKET_447											p ə t u r ə	p ə t u r ə		
BLANKET_448							lˠ oː d iː k s	lˠ oː d iː k s						
BLANKET_449					k o p e r t a	k o p e r t a								
BLIND_450	s - ɛ k -	s ɛ k			tʃ - ɛ k o	tʃ ɛ k o			s - ɛ ɣ u	s ɛ ɣ u			θ j e ɣ o	θ j e ɣ o
BLIND_451			a v œ g l ə	a v œ g l ə										
BLIND_452							k a ɛ k ʊ s	k a ɛ k ʊ s						
BLIND_453											o r b	o r b		
BLOOD_454					s a ŋ g - u - e	s a ŋ g u e	s a ŋ gʷ - ɪ s -	s a ŋ gʷ ɪ s	s ɐ̃ - g - ə - -	s ɐ̃ g ə			s a ŋ g ɾ e - -	s a ŋ g ɾ e
BLOOD_455			s ɑ̃	s ɑ̃										
BLOOD_456											s ɨ n dʒ e	s ɨ n dʒ e		
BLOOD_457	s a ŋ	s a ŋ												
BLOW_(OF_WIND)_458			s u f l - e - -	s u f l e	s o fː - i a r e	s o fː i a r e			ʃ o p r - a r -	ʃ o p r a r			s o p l - a ɾ -	s o p l a ɾ
BLOW_(OF_WIND)_459							f lˠ aː r ɛ	f lˠ aː r ɛ						
BLOW_(OF_WIND)_460	b u f a	b u f a												
BLOW_(OF_WIND)_461											b a t e	b a t e		
BLOW_(WITH_MOUTH)_458			s u f l - e - -	s u f l e	s o fː - i a r e	s o fː i a r e			ʃ o p r - a r -	ʃ o p r a r	s u f l - a - -	s u f l a	s o p l - a ɾ -	s o p l a ɾ
BLOW_(WITH_MOUTH)_459							f lˠ aː r ɛ	f lˠ aː r ɛ						
BLOW_(WITH_MOUTH)_460	b u f a	b u f a												
BLUE_462	b lˠ a w	b lˠ a w	b l ø -	b l ø	b l u -	b l u								
BLUE_463									ɐ z u lˠ	ɐ z u lˠ			a θ u l	a θ u l
BLUE_464					a t ts u rː o	a t ts u rː o								
BLUE_465											a l b a s t r u	a l b a s t r u		
BLUE_466							k a ɛ r ʊ lˠ ɛ ʊ s	k a ɛ r ʊ lˠ ɛ ʊ s						
BLUNT_467	ə z m u s a t̪ -	ə z m u s a t̪	e - m u s e - -	e m u s e	- z m u sː a t o	z m u sː a t o								
BLUNT_468													s i n + f i l o	s i n + f i l o
BLUNT_469											t o tʃ i t	t o tʃ i t		
BLUNT_470									r õ b u	r õ b u				
BLUNT_471							h ɛ b ɛ s	h ɛ b ɛ s						
BLUNT_472	r ɔ m	r ɔ m												
BLUNT_473			m u s	m u s										
BOARD_474	t̪ a w - lˠ ə	t̪ a w lˠ ə			t a v o l a	t a v o l a	t a b ʊ lˠ a	t a b ʊ lˠ a	t a β - w a	t a β w a			t a β - l a	t a β l a
BOARD_475									p r ã ʃ a	p r ã ʃ a				
BOARD_476											s k ɨ n d u r ə	s k ɨ n d u r ə		
BOARD_477					a sː e	a sː e								
BOARD_478			p l ɑ̃ː ʃ	p l ɑ̃ː ʃ										
BOAST_544	ʒ ə k t̪ a ɾ z ə	ʒ ə k t̪ a ɾ z ə							ɣ a - β a r ʃ e	ɣ a β a r ʃ e			x a k t a ɾ s e	x a k t a ɾ s e
BOAST_545							g lˠ oː r ɪ aː r iː	g lˠ oː r ɪ aː r iː						
BOAST_546									v ã g l o r j a r ʃ e	v ã g l o r j a r ʃ e				
BOAST_547											s e + f ə lʲ	s e + f ə lʲ		
BOAST_548					v a n t a r z i	v a n t a r z i								
BOAST_549			s ə v ɑ̃ t e	s ə v ɑ̃ t e										
BOAST_550	ʎ u a ɾ z ə	ʎ u a ɾ z ə												
BOAT_479	b a ɾ k ə	b a ɾ k ə			b a r k a	b a r k a			b a r k u	b a r k u	b a r k ə	b a r k ə	b a ɾ k a	b a ɾ k a
BOAT_480	b ɔ t̪ - - -	b ɔ t̪	b a t - - o	b a t o	b a tː e lː o	b a tː e lː o							b o t - - e	b o t e
BOAT_481			k a n o	k a n o										
BOAT_482							n aː w ɪ k ʊ lˠ a	n aː w ɪ k ʊ lˠ a						
BOAT_483											l u n t r e	l u n t r e		
BODY_484			k - ɔː ʁ - - -	k ɔː ʁ	k - o r p o -	k o r p o	k - ɔ r p ʊ s	k ɔ r p ʊ s	k - o r p u -	k o r p u	k - o r p - -	k o r p	k w e ɾ p o -	k w e ɾ p o
BODY_485	k ɔ s	k ɔ s												
BOIL_(OF_LIQUID)_487							f ɛ r w eː r ɛ	f ɛ r w eː r ɛ	f ə r v e r -	f ə r v e r			- e ɾ β i ɾ -	e ɾ β i ɾ
BOIL_(OF_LIQUID)_488	b u ʎ - - i	b u ʎ i			b o lː i r e	b o lː i r e								
BOIL_(OF_LIQUID)_489			b u j iː ʁ	b u j iː ʁ										
BOIL_(OF_LIQUID)_491											k l o k o tʲ	k l o k o tʲ		
BOIL_(OF_LIQUID)_493											f j e r b e	f j e r b e		
BOIL_(SOMETHING)_486	k ɔ - w - ɾ ə	k ɔ w ɾ ə			k u ɔ tʃ e r e	k u ɔ tʃ e r e	k ɔ - kʷ ɛ r ɛ	k ɔ kʷ ɛ r ɛ	k u - z e r -	k u z e r			g i - s a ɾ -	g i s a ɾ
BOIL_(SOMETHING)_490											g ə tʲ	g ə tʲ		
BOIL_(SOMETHING)_492			k ɥ iː ʁ	k ɥ iː ʁ										
BOLT_(MOVE_IN_HASTE)_3122													k o r e ɾ + p ɾ i s a	k o r e ɾ + p ɾ i s a
BOLT_(MOVE_IN_HASTE)_3123											f i + s e + g r ə bʲ	f i + s e + g r ə bʲ		
BOLT_(MOVE_IN_HASTE)_3124									ɐ p r ə s a r s ə	ɐ p r ə s a r s ə				
BOLT_(MOVE_IN_HASTE)_3125							p r ɔ p ɛ r aː r ɛ	p r ɔ p ɛ r aː r ɛ						
BOLT_(MOVE_IN_HASTE)_3126					a n d a r e + i n + f r e tː a	a n d a r e + i n + f r e tː a								
BOLT_(MOVE_IN_HASTE)_3127			k u ʁ iː ʁ	k u ʁ iː ʁ										
BOLT_(MOVE_IN_HASTE)_3128	ə n ə ɾ + k u r ɛ n̪	ə n ə ɾ + k u r ɛ n̪												
BONE_494	- ɔ s -	ɔ s	- ɔ s -	ɔ s	- o sː o	o sː o	- ɔ s -	ɔ s	- o s u	o s u	- o s -	o s	w e s o	w e s o
BOOK_495	ʎ i β - ɾ ə	ʎ i β ɾ ə	l iː v - ʁ ə	l iː v ʁ ə	l i b - r o	l i b r o	lˠ ɪ b ɛ r -	lˠ ɪ b ɛ r	l i v - r u	l i v r u			l i β - ɾ o	l i β ɾ o
BOOK_496											k a r t e	k a r t e		
BOOT_497	b ɔ t̪ ə	b ɔ t̪ ə	b ɔ t -	b ɔ t					b ɔ t ɐ	b ɔ t ɐ			b o t a	b o t a
BOOT_498							k a lˠ ɪ g a	k a lˠ ɪ g a						
BOOT_499											tʃ i z m ə	tʃ i z m ə		
BOOT_500							p eː r oː	p eː r oː						
BOOT_501					s t i v a l e	s t i v a l e								
BORDER_502	f ɾ u n̪ t̪ - - ɛ ɾ ə	f ɾ u n̪ t̪ ɛ ɾ ə	f ʁ ɔ̃ - t - j ɛː ʁ -	f ʁ ɔ̃ t j ɛː ʁ	f r o n t i - e r a	f r o n t i e r a			f r õ - t e j - r ɐ	f r õ t e j r ɐ	f r o n t - j e r ə	f r o n t j e r ə	f ɾ o n t - - e ɾ a	f ɾ o n t e ɾ a
BORDER_503											g r a n i ts ə	g r a n i ts ə		
BORDER_504											h o t a r	h o t a r		
BORDER_505							l iː m ɛ s	l iː m ɛ s						
BORDER_506					k o ɱ f i n e	k o ɱ f i n e								
BOSS_512			p a t ʁ - - ɔ̃	p a t ʁ ɔ̃	p a d r o n e	p a d r o n e			p ɐ t r ɐ̃ w -	p ɐ t r ɐ̃ w				
BOSS_513			ʃ ɛ f -	ʃ ɛ f					ʃ ɛ f ə	ʃ ɛ f ə			x e f e	x e f e
BOSS_514	k a p -	k a p			k a p o	k a p o								
BOSS_515											ʃ e f	ʃ e f		
BOSS_516							p r a ɛ f ɛ k t ʊ s	p r a ɛ f ɛ k t ʊ s						
BOTHER_(HARASS)_517	i m p u ɾ t̪ u n a - -	i m p u ɾ t̪ u n a	ɛ̃ - p ɔ ʁ t y n e - -	ɛ̃ p ɔ ʁ t y n e	i m p o r t u n a r e	i m p o r t u n a r e			ĩ - p o r t u n a r -	ĩ p o r t u n a r	i m p o r t u n a - -	i m p o r t u n a	i m p o ɾ t u n a ɾ -	i m p o ɾ t u n a ɾ
BOTHER_(HARASS)_518			m ɔ l ɛ s t - - e	m ɔ l ɛ s t e	m o l e s t a r e	m o l e s t a r e							m o l e s t a ɾ -	m o l e s t a ɾ
BOTHER_(HARASS)_519									ĩ k u m u ð a r	ĩ k u m u ð a r				
BOTHER_(HARASS)_520							ɔ b t ʊ n d ɛ r ɛ	ɔ b t ʊ n d ɛ r ɛ						
BOW_521	a ɾ k - -	a ɾ k	a ʁ k - -	a ʁ k	a r k o -	a r k o	a r k ʊ s	a r k ʊ s	a r k u -	a r k u	a r k - -	a r k	a ɾ k o -	a ɾ k o
BOX_530	k a - ʃ ə	k a ʃ ə	k ɛ - s -	k ɛ s	k a - sː a	k a sː a			k a j ʃ ə	k a j ʃ ə			k a - x a	k a x a
BOX_531											k u t j e	k u t j e		
BOX_532											l a d ə	l a d ə		
BOX_533							k ɪ s t a	k ɪ s t a						
BOY_534													m u tʃ a tʃ o	m u tʃ a tʃ o
BOY_535											f l ə k ə w	f l ə k ə w		
BOY_536									m ə n i n u	m ə n i n u				
BOY_537													tʃ i k o	tʃ i k o
BOY_538											b ə j a t	b ə j a t		
BOY_539									ʀ ɐ p a ʃ	ʀ ɐ p a ʃ				
BOY_540							p ʊ ɛ r	p ʊ ɛ r						
BOY_541					r a g a t ts o	r a g a t ts o								
BOY_542			g a ʁ s ɔ̃	g a ʁ s ɔ̃										
BOY_543	n ɔ j	n ɔ j												
BRAIN_551							k ɛ r ɛ b r ʊ̃	k ɛ r ɛ b r ʊ̃	s ɛ r ə β r u	s ɛ r ə β r u			θ e ɾ e β ɾ o	θ e ɾ e β ɾ o
BRAIN_552	s ə ɾ β ɛ ʎ -	s ə ɾ β ɛ ʎ	s ɛ ʁ v o - -	s ɛ ʁ v o	tʃ e r v e lː o	tʃ e r v e lː o								
BRAIN_553													e n θ e f a l o	e n θ e f a l o
BRAIN_554											k r e j e r	k r e j e r		
BRANCH_2304					r a m o -	r a m o	r aː m ʊ s	r aː m ʊ s	ʀ ɐ m u -	ʀ ɐ m u			ɾ a m a -	ɾ a m a
BRANCH_2305	b ɾ a - ŋ k ə	b ɾ a ŋ k ə	b ʁ ɑ̃ː - - ʃ -	b ʁ ɑ̃ː ʃ							k r e a n g ə	k r e a n g ə		
BRAWL_(FIGHT)_555					b a tː e r z i	b a tː e r z i			b a t e r ʃ e	b a t e r ʃ e			b a t i ɾ s e	b a t i ɾ s e
BRAWL_(FIGHT)_556			s ə t a p e	s ə t a p e										
BRAWL_(FIGHT)_557											s e + b a t e	s e + b a t e		
BRAWL_(FIGHT)_558									b r i ɣ a r	b r i ɣ a r				
BRAWL_(FIGHT)_559							lˠ ʊ k t aː r iː	lˠ ʊ k t aː r iː						
BRAWL_(FIGHT)_560	b ə ɾ ə ʎ a ɾ z ə	b ə ɾ ə ʎ a ɾ z ə												
BREAD_561	p a - - - -	p a	p ɛ̃ - - - -	p ɛ̃	p a - n e -	p a n e	p aː - n ɪ s	p aː n ɪ s	p ɐ̃ - w - -	p ɐ̃ w	p ɨ j n e -	p ɨ j n e	p a - n - -	p a n
BREAK_(CLEAVE)_562					r o m p e r e	r o m p e r e	r ʊ m p ɛ r ɛ	r ʊ m p ɛ r ɛ	r õ - p e r -	r õ p e r	r u - p - - e	r u p e	ɾ o m p e ɾ -	ɾ o m p e ɾ
BREAK_(CLEAVE)_563									k e b r a r	k e b r a r			k e β ɾ a ɾ	k e β ɾ a ɾ
BREAK_(CLEAVE)_564	t̪ ɾ ə ŋ k a	t̪ ɾ ə ŋ k a												
BREAK_(CLEAVE)_565											f r ɨ n dʒ e	f r ɨ n dʒ e		
BREAK_(CLEAVE)_566							f r a ŋ g ɛ r ɛ	f r a ŋ g ɛ r ɛ						
BREAK_(CLEAVE)_567					s p e t ts a r e	s p e t ts a r e								
BREAK_(CLEAVE)_568			k ɑ s e	k ɑ s e										
BREAK_(DESTROY_OR_GET_DESTROYED)_562			ʁ ɔ̃ː - p - ʁ ə	ʁ ɔ̃ː p ʁ ə	r o m p e r e	r o m p e r e	r ʊ m p ɛ r ɛ	r ʊ m p ɛ r ɛ	r õ - p e r -	r õ p e r	r u - p - - e	r u p e	ɾ o m p e ɾ -	ɾ o m p e ɾ
BREAK_(DESTROY_OR_GET_DESTROYED)_563									k e b r a r	k e b r a r			k e β ɾ a ɾ	k e β ɾ a ɾ
BREAK_(DESTROY_OR_GET_DESTROYED)_564	t̪ ɾ ə ŋ k a	t̪ ɾ ə ŋ k a												
BREAK_(DESTROY_OR_GET_DESTROYED)_565											f r ɨ n dʒ e	f r ɨ n dʒ e		
BREAK_(OF_ROPE)_3424			- - ʁ ɔ̃ː - p - ʁ - ə	ʁ ɔ̃ː p ʁ ə	s t r a - pː a r z i	s t r a pː a r z i			- - r õ - p e r ʃ e	r õ p e r ʃ e			- - ɾ o m p e ɾ s e	ɾ o m p e ɾ s e
BREAK_(OF_ROPE)_3425											s e + s f ɨ ʃ j a	s e + s f ɨ ʃ j a		
BREAK_(OF_ROPE)_3426			s ə d e ʃ i ʁ e	s ə d e ʃ i ʁ e										
BREAK_(OF_ROPE)_3427											s e + r u p e	s e + r u p e		
BREAK_(OF_ROPE)_3428							s k ɪ n d iː	s k ɪ n d iː						
BREAK_(OF_ROPE)_3429	t̪ ɾ ə ŋ k a ɾ z ə	t̪ ɾ ə ŋ k a ɾ z ə												
BREAST_507					s e n o -	s e n o	s ɪ n ʊ s	s ɪ n ʊ s	ʃ e j u -	ʃ e j u				
BREAST_508	p i t̪ -	p i t̪											p e tʃ o	p e tʃ o
BREAST_509			s ɛ̃	s ɛ̃										
BREAST_510	m a m ə	m a m ə												
BREAST_511											s ɨ n	s ɨ n		
BREATHE_581	r ə s p i ɾ a - -	r ə s p i ɾ a	ʁ ə s p i ʁ e - -	ʁ ə s p i ʁ e	r e s p i r a r e	r e s p i r a r e	- - s p iː r aː r ɛ	s p iː r aː r ɛ	ʀ ə ʃ p i r a r -	ʀ ə ʃ p i r a r	r e s p i r a - -	r e s p i r a	ɾ e s p i ɾ a ɾ -	ɾ e s p i ɾ a ɾ
BREATH_572					r e s p i r - - - o	r e s p i r o					r e s p i r a ts j e	r e s p i r a ts j e		
BREATH_573	a lˠ i t̪	a lˠ i t̪												
BREATH_574													a l j e n t o	a l j e n t o
BREATH_575											r ə s u f l a r e	r ə s u f l a r e		
BREATH_576									f o l e ɣ u	f o l e ɣ u				
BREATH_577							s p iː r ɪ t ʊ s	s p iː r ɪ t ʊ s						
BREATH_578					f i a t o	f i a t o								
BREATH_579			a l ɛ n	a l ɛ n										
BREATH_580	ə lˠ ɛ	ə lˠ ɛ												
BRIDGE_582	p - ɔ - n̪ -	p ɔ n̪	p - ɔ̃ - - -	p ɔ̃	p - o n t e	p o n t e	p - õː - s -	p õː s	p - õ - t ə	p õ t ə	p - u n t e	p u n t e	p w e n t e	p w e n t e
BRIGHT_583	k lˠ a - - -	k lˠ a	k l ɛː ʁ - -	k l ɛː ʁ	k j a r o -	k j a r o	k lˠ aː r ʊ s	k lˠ aː r ʊ s	k l a r u -	k l a r u	k l a r - -	k l a r	k l a ɾ o -	k l a ɾ o
BRIGHT_584											l u m i n o s	l u m i n o s		
BRING_585	- p u ɾ t̪ - - a	p u ɾ t̪ a	a p ɔ ʁ t - - e	a p ɔ ʁ t e	a pː o r t a r e	a pː o r t a r e	a pː ɔ r t aː r ɛ	a pː ɔ r t aː r ɛ						
BRING_586									t r ɐ z e r	t r ɐ z e r			t ɾ a - e ɾ	t ɾ a e ɾ
BRING_587											a d u tʃ e	a d u tʃ e		
BROOM_600	ə s k ɔ m β ɾ - ə	ə s k ɔ m β ɾ ə			- s k o - p - - a	s k o p a	- s k oː - p - a ɛ	s k oː p a ɛ					e s k o - β - - a	e s k o β a
BROOM_601									v ɐ s o r ɐ	v ɐ s o r ɐ				
BROOM_602											m ə t u r ə	m ə t u r ə		
BROOM_603			b a l ɛ	b a l ɛ										
BROTHER_604			f ʁ ɛː - - ʁ -	f ʁ ɛː ʁ	f r a t e lː o	f r a t e lː o	f r aː t ɛ r -	f r aː t ɛ r			f r a t e - -	f r a t e		
BROTHER_605	ʒ ə ɾ m a - -	ʒ ə ɾ m a							- i r m ɐ̃ w -	i r m ɐ̃ w			- e ɾ m a n o	e ɾ m a n o
BUCKET_606	g ə ʎ ɛ - ð ə	g ə ʎ ɛ ð ə									g ə l e a t ə	g ə l e a t ə		
BUCKET_607													k u β o	k u β o
BUCKET_608									b a lˠ d ə	b a lˠ d ə				
BUCKET_609							s ɪ t ʊ lˠ a	s ɪ t ʊ lˠ a						
BUCKET_610					s e kː j o	s e kː j o								
BUCKET_611			s o	s o										
BUDGE_(ONESELF)_612							m ɪ k aː r - ɛ	m ɪ k aː r ɛ	m ə ʃ e r s ə	m ə ʃ e r s ə				
BUDGE_(ONESELF)_613													ɾ e β u ʝ i ɾ	ɾ e β u ʝ i ɾ
BUDGE_(ONESELF)_614											s e + m i ʃ k a	s e + m i ʃ k a		
BUDGE_(ONESELF)_615			b ʁ ɔ̃ ʃ e	b ʁ ɔ̃ ʃ e										
BUDGE_(ONESELF)_616	m u w ɾ ə s	m u w ɾ ə s												
BUDGE_(ONESELF)_617					m u ɔ v e r z i	m u ɔ v e r z i								
BUILD_618	k u n s t ɾ - - u j -	k u n s t ɾ u j	k ɔ̃ - s t ʁ - ɥ iː ʁ -	k ɔ̃ s t ʁ ɥ iː ʁ	k o - s t r u - i r e	k o s t r u i r e	k õː - s t r ʊ - ɛ r ɛ	k õː s t r ʊ ɛ r ɛ	k õ - ʃ t r - w i r -	k õ ʃ t r w i r	k o n s t r - - u j -	k o n s t r u j	k o n s t ɾ - w i ɾ -	k o n s t ɾ w i ɾ
BUILD_619											k l ə dʲ	k l ə dʲ		
BUILD_620									e ð i f i k a r	e ð i f i k a r				
BUILD_621			b ɑ t iː ʁ	b ɑ t iː ʁ										
BULL_622	t̪ ɔ ɾ u	t̪ ɔ ɾ u	t o ʁ o	t o ʁ o	t o r o	t o r o			t o r u	t o r u			t o ɾ o	t o ɾ o
BULL_623											t a w r	t a w r		
BULL_624							t a ʊ r ʊ s	t a ʊ r ʊ s						
BUNDLE_625	f ɛ ʃ -	f ɛ ʃ	f ɛ s o	f ɛ s o	f a ʃː o	f a ʃː o								
BUNDLE_626	p ə k ɛ t̪	p ə k ɛ t̪	p a k ɛ -	p a k ɛ										
BUNDLE_627					f a g o tː o	f a g o tː o								
BUNDLE_628													a θ	a θ
BUNDLE_629											m ə n u n kʲ	m ə n u n kʲ		
BUNDLE_630									f a r ð u	f a r ð u				
BUNDLE_631							f a s k ɪ s	f a s k ɪ s						
BURNING_632					a r d e r e	a r d e r e	aː r d eː r ɛ	aː r d eː r ɛ	a r ð e r -	a r ð e r	a r d - - e	a r d e	a ɾ ð e ɾ -	a ɾ ð e ɾ
BURNING_633	k ɾ ə - m a - -	k ɾ ə m a											k - e - m a ɾ -	k e m a ɾ
BURNING_634					b r u tʃ a r e	b r u tʃ a r e								
BURNING_635			b ʁ y l e	b ʁ y l e										
BURNING_637			f l ɑ̃ b e	f l ɑ̃ b e										
BURN_(SOMETHING)_632							uː r - ɛ r ɛ	uː r ɛ r ɛ			a r d - - e	a r d e		
BURN_(SOMETHING)_633	k ɾ ə - m a - -	k ɾ ə m a					k r ɛ - m aː r ɛ	k r ɛ m aː r ɛ	k - e j m a r -	k e j m a r			k - e - m a ɾ -	k e m a ɾ
BURN_(SOMETHING)_634					b r u tʃ a r e	b r u tʃ a r e								
BURN_(SOMETHING)_635			b ʁ y l e	b ʁ y l e										
BURN_(SOMETHING)_636											i n tʃ e n d j a	i n tʃ e n d j a		
BUSINESS_638	n ə ɣ ɔ s - i -	n ə ɣ ɔ s i			n e g o ts - i o	n e g o ts i o	n ɛ g oː t - ɪ ʊ̃	n ɛ g oː t ɪ ʊ̃	n ə ɣ o s j - u	n ə ɣ o s j u			n e ɣ o θ j - o	n e ɣ o θ j o
BUSINESS_639			a f - - ɛː ʁ -	a f ɛː ʁ	a fː - - a r e	a fː a r e					a f a tʃ e r e	a f a tʃ e r e		
BUSINESS_640			k ɔ m ɛ ʁ s	k ɔ m ɛ ʁ s										
BUSINESS_641											t r e a b ə	t r e a b ə		
BUTTERFLY_645													m a ɾ i p o s a	m a ɾ i p o s a
BUTTERFLY_646											f l u t u r e	f l u t u r e		
BUTTERFLY_647									b u r β u l e t ɐ	b u r β u l e t ɐ				
BUTTERFLY_648							p aː p ɪ lˠ ɪ oː	p aː p ɪ lˠ ɪ oː						
BUTTERFLY_649					f a r f a lː a	f a r f a lː a								
BUTTERFLY_650			p a p i j ɔ̃	p a p i j ɔ̃										
BUTTERFLY_651	p ə p ə ʎ ɔ n ə	p ə p ə ʎ ɔ n ə												
BUTTER_642	m ə n̪ t̪ ɛ - ɣ - - ə	m ə n̪ t̪ ɛ ɣ ə							m ɐ̃ - t e j ɣ - - ɐ	m ɐ̃ t e j ɣ ɐ			m a n t e - k i ʝ a	m a n t e k i ʝ a
BUTTER_643			b œː - - ʁ -	b œː ʁ	b u - - rː o	b u rː o	b uː t iː r ʊ̃	b uː t iː r ʊ̃						
BUTTER_644											u n t	u n t		
BUTTON_652	b u t̪ o - -	b u t̪ o	b u t ɔ̃ - -	b u t ɔ̃	b o tː o n e	b o tː o n e			b u t ɐ̃ w -	b u t ɐ̃ w	b u t o n -	b u t o n	b o t o n -	b o t o n
BUTTON_653							b ʊ lː a	b ʊ lː a						
BUY_654	k u m p - - ɾ a	k u m p ɾ a			k o m p r a r e	k o m p r a r e			k õ - p r a r -	k õ p r a r	k u m p - ə r a	k u m p ə r a	k o m p ɾ a ɾ -	k o m p ɾ a ɾ
BUY_655					a k k w i s t a r e	a k k w i s t a r e								
BUY_656							ɛ m ɛ r ɛ	ɛ m ɛ r ɛ						
BUY_657			a ʃ t e	a ʃ t e										
CALCULATE_658	k ə lˠ k u lˠ - - a	k ə lˠ k u lˠ a	k a l k y l - - e	k a l k y l e	k a l k o l a r e	k a l k o l a r e	k a lˠ k ʊ lˠ aː r ɛ	k a lˠ k ʊ lˠ aː r ɛ	k a lˠ k u l a r -	k a lˠ k u l a r	k a l k u l - - a	k a l k u l a	k a l k u l a ɾ -	k a l k u l a ɾ
CALCULATE_659					k o n t a r e	k o n t a r e							k o n t a ɾ -	k o n t a ɾ
CALCULATE_660							r eː r ɪ	r eː r ɪ						
CALL_(APPEAL)_661					k j a m a t a	k j a m a t a	k lˠ aː m ɔ r -	k lˠ aː m ɔ r			k - e m a r e	k e m a r e		
